Equipment No,Move Date,Time,LCN/Depot,prev_status,F.E,Move Date,Time,LCN/Depot,next_status,F.E
DFOU6143353,20181121,0,BDCGP/CPA,TE,E,20181121,815,BDCGP/CPA,VE,E
DFOU6143353,20181121,815,BDCGP/CPA,VE,E,20181126,1344,SGSIN/PSA,TE,E
DFOU6143353,20181126,1344,SGSIN/PSA,TE,E,20181130,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
EMCU5302757,20180911,0,BDCGP/CPA,OH,E,20180922,0,BDCGP/CPA,TE,E
EMCU5302757,20180922,0,BDCGP/CPA,TE,E,20180922,920,BDCGP/CPA,VE,E
EMCU5302757,20180922,920,BDCGP/CPA,VE,E,20180926,1712,SGSIN/PSA,TE,E
EMCU5302757,20180926,1712,SGSIN/PSA,TE,E,20181008,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
GESU9465765,20181108,0,BDCGP/CPA,OH,E,20181114,0,BDCGP/CPA,TE,E
GESU9465765,20181114,0,BDCGP/CPA,TE,E,20181114,1300,BDCGP/CPA,VE,E
GESU9465765,20181114,1300,BDCGP/CPA,VE,E,20181120,431,SGSIN/PSA,TE,E
GESU9465765,20181120,431,SGSIN/PSA,TE,E,20181126,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
GESU9482443,20180827,0,BDCGP/CPA,OH,E,20180909,0,BDCGP/CPA,TE,E
GESU9482443,20180909,0,BDCGP/CPA,TE,E,20180909,850,BDCGP/CPA,VE,E
GESU9482443,20180909,850,BDCGP/CPA,VE,E,20180914,6,SGSIN/PSA,TE,E
GESU9482443,20180914,6,SGSIN/PSA,TE,E,20180918,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
GESU9568613,20181108,0,BDCGP/CPA,OH,E,20181114,0,BDCGP/CPA,TE,E
GESU9568613,20181114,0,BDCGP/CPA,TE,E,20181114,1300,BDCGP/CPA,VE,E
GESU9568613,20181114,1300,BDCGP/CPA,VE,E,20181120,626,SGSIN/PSA,TE,E
GESU9568613,20181120,626,SGSIN/PSA,TE,E,20181126,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
HLBU9147316,20180720,0,BDCGP/CPA,OH,E,20180802,0,BDCGP/CPA,TE,E
HLBU9147316,20180802,0,BDCGP/CPA,TE,E,20180802,1320,BDCGP/CPA,VE,E
HLBU9147316,20180802,1320,BDCGP/CPA,VE,E,20180806,900,SGSIN/PSA,TE,E
HLBU9147316,20180806,900,SGSIN/PSA,TE,E,20180815,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
HLXU6739540,20180720,0,BDCGP/CPA,OH,E,20180802,0,BDCGP/CPA,TE,E
HLXU6739540,20180802,0,BDCGP/CPA,TE,E,20180802,1320,BDCGP/CPA,VE,E
HLXU6739540,20180802,1320,BDCGP/CPA,VE,E,20180806,900,SGSIN/PSA,TE,E
HLXU6739540,20180806,900,SGSIN/PSA,TE,E,20180815,2400,SGSIN/UNK,FH,E
,,,,,,,,,,
HLXU8719137,20180720,0,BDCGP/CPA,OH,E,20180802,0,BDCGP/CPA,TE,E
