Equipment No,Move Date,Time,LCN/Depot,prev_status,F.E,Move Date,Time,LCN/Depot,next_status,F.E
CICU5002300,20180423,1,CNYTN/YTN,SF,F,20180425,8,CNYTN/YTN,LF,F
CICU5002300,20180425,8,CNYTN/YTN,LF,F,20180429,956,CNYTN/YTN,VF,F
CICU5002300,20180429,956,CNYTN/YTN,VF,F,20180515,205,USLAX/APM,DF,F
CICU5002300,20180515,205,USLAX/APM,DF,F,20180515,2252,USLAX/APM,CF,F
CICU5002300,20180515,2252,USLAX/APM,CF,F,20180523,940,USLAX/APM,TE,E
CICU5002300,20180523,940,USLAX/APM,TE,E,20180531,1143,USLAX/APM,VE,E
CICU5002300,20180531,1143,USLAX/APM,VE,E,20180701,1708,CNYTN/YTN,TE,E
CICU5002300,20180701,1708,CNYTN/YTN,TE,E,20180703,2056,CNYTN/OFD,OE,E
CICU5002300,20180703,2056,CNYTN/OFD,OE,E,20180707,2400,CNYTN/OFD,FH,E
,,,,,,,,,,
CICU5002717,20180416,0,CNYTN/UNK,OH,E,20180421,122,CNYTN/YTN,LF,F
CICU5002717,20180421,122,CNYTN/YTN,LF,F,20180422,2152,CNYTN/YTN,VF,F
CICU5002717,20180422,2152,CNYTN/YTN,VF,F,20180508,1354,USLAX/APM,DF,F
CICU5002717,20180508,1354,USLAX/APM,DF,F,20180509,1911,USLAX/APM,CF,F
CICU5002717,20180509,1911,USLAX/APM,CF,F,20180523,959,USLAX/APM,TE,E
CICU5002717,20180523,959,USLAX/APM,TE,E,20180531,1534,USLAX/APM,VE,E
CICU5002717,20180531,1534,USLAX/APM,VE,E,20180701,1610,CNYTN/YTN,TE,E
CICU5002717,20180701,1610,CNYTN/YTN,TE,E,20180707,2400,CNYTN/OFD,FH,E
CICU5002717,20180707,2400,CNYTN/OFD,FH,E,20180707,1902,CNYTN/OFD,OE,E
,,,,,,,,,,
CICU5002738,20180423,0,CNYTN/UNK,OH,E,20180423,1,CNYTN/YTN,SF,F
CICU5002738,20180423,1,CNYTN/YTN,SF,F,20180424,2323,CNYTN/YTN,LF,F
CICU5002738,20180424,2323,CNYTN/YTN,LF,F,20180429,1043,CNYTN/YTN,VF,F
CICU5002738,20180429,1043,CNYTN/YTN,VF,F,20180515,108,USLAX/APM,DF,F
CICU5002738,20180515,108,USLAX/APM,DF,F,20180516,2158,USLAX/APM,CF,F
CICU5002738,20180516,2158,USLAX/APM,CF,F,20180518,1552,USLAX/APM,TE,E
CICU5002738,20180518,1552,USLAX/APM,TE,E,20180523,1952,USLAX/APM,VE,E
CICU5002738,20180523,1952,USLAX/APM,VE,E,20180624,1639,CNYTN/YTN,TE,E
CICU5002738,20180624,1639,CNYTN/YTN,TE,E,20180626,2400,CNYTN/OFD,FH,E
CICU5002738,20180626,2400,CNYTN/OFD,FH,E,20180626,32,CNYTN/OFD,OE,E
,,,,,,,,,,
CICU5002933,20180401,0,CNYTN/UNK,OH,E,20180405,1419,CNYTN/YTN,LF,F
CICU5002933,20180405,1419,CNYTN/YTN,LF,F,20180408,1432,CNYTN/YTN,VF,F
CICU5002933,20180408,1432,CNYTN/YTN,VF,F,20180425,2141,USLAX/APM,DF,F
